UNIQUE_ID,NAICS_CODE,FIRM_SIZE_ALPHA,DESCRIPTION,Firms,Employment,Payroll,Receipts
212300i,2123,i,Nonmetallic Mineral Mining and Quarrying,108,44227,2961654,18478944
212310a,21231,a,Stone Mining and Quarrying,1201,45883,2721673,14547759
212310b,21231,b,Stone Mining and Quarrying,369,667,34925,183795
212310c,21231,c,Stone Mining and Quarrying,241,1608,70433,349857
212310d,21231,d,Stone Mining and Quarrying,197,2642,140823,687250
212310e,21231,e,Stone Mining and Quarrying,807,4917,246181,1220902
212310f,21231,f,Stone Mining and Quarrying,248,8171,484765,2261615
212310g,21231,g,Stone Mining and Quarrying,86,7994,465910,2400333
212310h,21231,h,Stone Mining and Quarrying,1141,21082,1196856,5882850
212310i,21231,i,Stone Mining and Quarrying,60,24801,1524817,8664909
212311a,212311,a,Dimension Stone Mining and Quarrying,271,3811,169528,657741
212311b,212311,b,Dimension Stone Mining and Quarrying,121,207,9755,51236
212311c,212311,c,Dimension Stone Mining and Quarrying,59,407,16728,66861
212311d,212311,d,Dimension Stone Mining and Quarrying,39,498,24141,95312
212311e,212311,e,Dimension Stone Mining and Quarrying,219,1112,50624,213409
212311f,212311,f,Dimension Stone Mining and Quarrying,35,1180,48047,178059
212311g,212311,g,Dimension Stone Mining and Quarrying,12,976,39082,137562
212311h,212311,h,Dimension Stone Mining and Quarrying,266,3268,137753,529030
212311i,212311,i,Dimension Stone Mining and Quarrying,5,543,31775,128711
212312a,212312,a,Crushed and Broken Limestone Mining and Quarrying,560,29828,1839954,9335846
212312b,212312,b,Crushed and Broken Limestone Mining and Quarrying,106,205,10574,57607
212312c,212312,c,Crushed and Broken Limestone Mining and Quarrying,101,674,29743,160479
212312d,212312,d,Crushed and Broken Limestone Mining and Quarrying,98,1313,71884,359247
212312e,212312,e,Crushed and Broken Limestone Mining and Quarrying,305,2192,112201,577333
212312f,212312,f,Crushed and Broken Limestone Mining and Quarrying,154,5095,298983,1425807
212312g,212312,g,Crushed and Broken Limestone Mining and Quarrying,52,4636,276218,1380784
212312h,212312,h,Crushed and Broken Limestone Mining and Quarrying,511,11923,687402,3383924
212312i,212312,i,Crushed and Broken Limestone Mining and Quarrying,49,17905,1152552,5951922
212313a,212313,a,Crushed and Broken Granite Mining and Quarrying,122,6121,343041,2510913
212313b,212313,b,Crushed and Broken Granite Mining and Quarrying,34,55,3048,21857
212313c,212313,c,Crushed and Broken Granite Mining and Quarrying,28,196,9383,60833
212313d,212313,d,Crushed and Broken Granite Mining and Quarrying,14,203,9993,53742
212313e,212313,e,Crushed and Broken Granite Mining and Quarrying,76,454,22424,136432
212313f,212313,f,Crushed and Broken Granite Mining and Quarrying,17,609,39326,223144
212313g,212313,g,Crushed and Broken Granite Mining and Quarrying,16,1170,71893,485440
212313h,212313,h,Crushed and Broken Granite Mining and Quarrying,109,2233,133643,845016
212313i,212313,i,Crushed and Broken Granite Mining and Quarrying,13,3888,209398,1665897
212319a,212319,a,Other Crushed and Broken Stone Mining and Quarrying,305,6123,369150,2043259
212319b,212319,b,Other Crushed and Broken Stone Mining and Quarrying,109,200,11548,53095
212319c,212319,c,Other Crushed and Broken Stone Mining and Quarrying,53,331,14579,61684
212319d,212319,d,Other Crushed and Broken Stone Mining and Quarrying,46,628,34805,178949
212319e,212319,e,Other Crushed and Broken Stone Mining and Quarrying,208,1159,60932,293728
212319f,212319,f,Other Crushed and Broken Stone Mining and Quarrying,48,1287,98409,434605
212319g,212319,g,Other Crushed and Broken Stone Mining and Quarrying,29,1212,78717,396547
212319h,212319,h,Other Crushed and Broken Stone Mining and Quarrying,285,3658,238058,1124880
212319i,212319,i,Other Crushed and Broken Stone Mining and Quarrying,20,2465,131092,918379
212320a,21232,a,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",1524,30755,1975024,10862182
212320b,21232,b,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",597,1001,64564,329417
212320c,21232,c,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",277,1789,88941,386625
212320d,21232,d,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",224,3032,169689,709551
212320e,21232,e,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",1098,5822,323194,1425593
212320f,21232,f,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",243,7250,451015,2211845
212320g,21232,g,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",109,4820,303698,1811665
212320h,21232,h,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",1450,17892,1077907,5449103
212320i,21232,i,"Sand, Gravel, Clay, and Ceramic and Refractory Minerals Mining and Quarrying",74,12863,897117,5413079
212321a,212321,a,Construction Sand and Gravel Mining,1363,21157,1259176,6593948
212321b,212321,b,Construction Sand and Gravel Mining,551,929,60177,302827
212321c,212321,c,Construction Sand and Gravel Mining,249,1603,80186,347670
212321d,212321,d,Construction Sand and Gravel Mining,210,2847,158510,670214
212321e,212321,e,Construction Sand and Gravel Mining,1010,5379,298873,1320711
212321f,212321,f,Construction Sand and Gravel Mining,205,5763,363817,1619888
212321g,212321,g,Construction Sand and Gravel Mining,88,2625,156899,867479
212321h,212321,h,Construction Sand and Gravel Mining,1303,13767,819589,3808078
212321i,212321,i,Construction Sand and Gravel Mining,60,7390,439587,2785870
212322a,212322,a,Industrial Sand Mining,102,5407,433119,2517424
212322b,212322,b,Industrial Sand Mining,26,38,3237,18764
212322c,212322,c,Industrial Sand Mining,17,111,4921,24598
212322d,212322,d,Industrial Sand Mining,9,114,6862,25101
212322e,212322,e,Industrial Sand Mining,52,263,15020,68463
212322f,212322,f,Industrial Sand Mining,22,820,49967,297831
212322g,212322,g,Industrial Sand Mining,13,1244,78187,556165
212322h,212322,h,Industrial Sand Mining,87,2327,143174,922459
212322i,212322,i,Industrial Sand Mining,15,3080,289945,1594965
212324a,212324,a,Kaolin and Ball Clay Mining,18,2014,155077,891907
212324e,212324,e,Kaolin and Ball Clay Mining,4,10,339,2054
212324f,212324,f,Kaolin and Ball Clay Mining,3,125,8514,77811
212324g,212324,g,Kaolin and Ball Clay Mining,4,559,43231,210559
212324h,212324,h,Kaolin and Ball Clay Mining,11,694,52084,290424
212324i,212324,i,Kaolin and Ball Clay Mining,7,1320,102993,601483
212325a,212325,a,Clay and Ceramic and Refractory Minerals Mining,62,2177,127652,858903
212325b,212325,b,Clay and Ceramic and Refractory Minerals Mining,18,33,1102,7317
212325c,212325,c,Clay and Ceramic and Refractory Minerals Mining,9,66,3543,12812
212325d,212325,d,Clay and Ceramic and Refractory Minerals Mining,5,71,4317,14236
212325e,212325,e,Clay and Ceramic and Refractory Minerals Mining,32,170,8962,34365
212325f,212325,f,Clay and Ceramic and Refractory Minerals Mining,15,542,28717,216315
212325g,212325,g,Clay and Ceramic and Refractory Minerals Mining,7,392,25381,177462
212325h,212325,h,Clay and Ceramic and Refractory Minerals Mining,54,1104,63060,428142
212325i,212325,i,Clay and Ceramic and Refractory Minerals Mining,8,1073,64592,430761
212390a,21239,a,Other Nonmetallic Mineral Mining and Quarrying,159,9463,697012,5306081
212390b,21239,b,Other Nonmetallic Mineral Mining and Quarrying,55,91,4482,25141
212390c,21239,c,Other Nonmetallic Mineral Mining and Quarrying,20,143,7096,32743
212390d,21239,d,Other Nonmetallic Mineral Mining and Quarrying,16,218,13385,73200
212390e,21239,e,Other Nonmetallic Mineral Mining and Quarrying,91,452,24963,131084
212390f,21239,f,Other Nonmetallic Mineral Mining and Quarrying,30,1173,61067,381500
212390g,21239,g,Other Nonmetallic Mineral Mining and Quarrying,13,1275,71262,392541
212390h,21239,h,Other Nonmetallic Mineral Mining and Quarrying,134,2900,157292,905125
212390i,21239,i,Other Nonmetallic Mineral Mining and Quarrying,25,6563,539720,4400956
212391a,212391,a,"Potash, Soda, and Borate Mineral Mining",14,3123,242432,2243601
212391e,212391,e,"Potash, Soda, and Borate Mineral Mining",6,46,2306,17299
212391h,212391,h,"Potash, Soda, and Borate Mineral Mining",7,98,6859,35294
212391i,212391,i,"Potash, Soda, and Borate Mineral Mining",7,3025,235573,2208307
212392a,212392,a,Phosphate Rock Mining,6,1554,174065,1509599
212392e,212392,e,Phosphate Rock Mining,3,0,0,0
212392h,212392,h,Phosphate Rock Mining,3,0,0,0
212392i,212392,i,Phosphate Rock Mining,3,1546,173784,1508524
212393a,212393,a,Other Chemical and Fertilizer Mineral Mining,30,2536,150031,762961
212393b,212393,b,Other Chemical and Fertilizer Mineral Mining,4,8,573,1365
212393c,212393,c,Other Chemical and Fertilizer Mineral Mining,4,30,1322,7253
212393d,212393,d,Other Chemical and Fertilizer Mineral Mining,5,74,6302,37296
212393e,212393,e,Other Chemical and Fertilizer Mineral Mining,13,112,8197,45914
212393f,212393,f,Other Chemical and Fertilizer Mineral Mining,8,441,24379,161947
212393g,212393,g,Other Chemical and Fertilizer Mineral Mining,4,642,31670,150530
212393h,212393,h,Other Chemical and Fertilizer Mineral Mining,25,1195,64246,358391
212393i,212393,i,Other Chemical and Fertilizer Mineral Mining,5,1341,85785,404570
212399a,212399,a,All Other Nonmetallic Mineral Mining,110,2250,130484,789920
212399b,212399,b,All Other Nonmetallic Mineral Mining,47,79,3686,22560
212399c,212399,c,All Other Nonmetallic Mineral Mining,13,94,4255,17474
212399d,212399,d,All Other Nonmetallic Mineral Mining,9,113,6238,26762
212399e,212399,e,All Other Nonmetallic Mineral Mining,69,286,14179,66796
212399f,212399,f,All Other Nonmetallic Mineral Mining,21,680,32135,201558
212399g,212399,g,All Other Nonmetallic Mineral Mining,9,633,39592,242011
212399h,212399,h,All Other Nonmetallic Mineral Mining,99,1599,85906,510365
212399i,212399,i,All Other Nonmetallic Mineral Mining,11,651,44578,279555
213000a,213,a,Support Activities for Mining,10704,295934,24094725,87697703
213000b,213,b,Support Activities for Mining,6062,8933,629518,1914062
213000c,213,c,Support Activities for Mining,1560,10226,599701,1905444
213000d,213,d,Support Activities for Mining,1219,16375,1043393,3030219
213000e,213,e,Support Activities for Mining,8841,35534,2272612,6849725
213000f,213,f,Support Activities for Mining,1354,53604,3861225,11637943
213000g,213,g,Support Activities for Mining,335,53250,4449652,13242127
213000h,213,h,Support Activities for Mining,10530,142388,10583489,31729795
213000i,213,i,Support Activities for Mining,174,153546,13511236,55967908
213100a,2131,a,Support Activities for Mining,10704,295934,24094725,87697703
213100b,2131,b,Support Activities for Mining,6062,8933,629518,1914062
213100c,2131,c,Support Activities for Mining,1560,10226,599701,1905444
213100d,2131,d,Support Activities for Mining,1219,16375,1043393,3030219
213100e,2131,e,Support Activities for Mining,8841,35534,2272612,6849725
213100f,2131,f,Support Activities for Mining,1354,53604,3861225,11637943
213100g,2131,g,Support Activities for Mining,335,53250,4449652,13242127
213100h,2131,h,Support Activities for Mining,10530,142388,10583489,31729795
213100i,2131,i,Support Activities for Mining,174,153546,13511236,55967908
213110a,21311,a,Support Activities for Mining,10704,295934,24094725,87697703
213110b,21311,b,Support Activities for Mining,6062,8933,629518,1914062
213110c,21311,c,Support Activities for Mining,1560,10226,599701,1905444
213110d,21311,d,Support Activities for Mining,1219,16375,1043393,3030219
213110e,21311,e,Support Activities for Mining,8841,35534,2272612,6849725
213110f,21311,f,Support Activities for Mining,1354,53604,3861225,11637943
213110g,21311,g,Support Activities for Mining,335,53250,4449652,13242127
213110h,21311,h,Support Activities for Mining,10530,142388,10583489,31729795
213110i,21311,i,Support Activities for Mining,174,153546,13511236,55967908
213111a,213111,a,Drilling Oil and Gas Wells,1750,68818,6000167,17101217
213111b,213111,b,Drilling Oil and Gas Wells,976,1471,96530,343740
213111c,213111,c,Drilling Oil and Gas Wells,258,1687,106416,374750
213111d,213111,d,Drilling Oil and Gas Wells,175,2298,143518,408930
213111e,213111,e,Drilling Oil and Gas Wells,1409,5456,346464,1127420
213111f,213111,f,Drilling Oil and Gas Wells,234,9094,634554,1842254
213111g,213111,g,Drilling Oil and Gas Wells,61,10015,961656,2758146
213111h,213111,h,Drilling Oil and Gas Wells,1704,24565,1942674,5727820
213111i,213111,i,Drilling Oil and Gas Wells,46,44253,4057493,11373397
213112a,213112,a,Support Activities for Oil and Gas Operations,8487,216801,17282711,67409303
213112b,213112,b,Support Activities for Oil and Gas Operations,4839,7090,504535,1470245
213112c,213112,c,Support Activities for Oil and Gas Operations,1218,7990,456605,1422241
213112d,213112,d,Support Activities for Oil and Gas Operations,979,13155,821780,2370478
213112e,213112,e,Support Activities for Oil and Gas Operations,7036,28235,1782920,5262964
213112f,213112,f,Support Activities for Oil and Gas Operations,1062,41736,3031907,9020191
213112g,213112,g,Support Activities for Oil and Gas Operations,256,39820,3201493,9253635
213112h,213112,h,Support Activities for Oil and Gas Operations,8354,109791,8016320,23536790
213112i,213112,i,Support Activities for Oil and Gas Operations,133,107010,9266391,43872513
213113a,213113,a,Support Activities for Coal Mining,186,3996,243218,999559
213113b,213113,b,Support Activities for Coal Mining,83,128,8454,27687
213113c,213113,c,Support Activities for Coal Mining,22,147,9238,27357
213113d,213113,d,Support Activities for Coal Mining,23,343,18376,66612
213113e,213113,e,Support Activities for Coal Mining,128,618,36068,121656
213113f,213113,f,Support Activities for Coal Mining,32,1342,92327,405857
213113g,213113,g,Support Activities for Coal Mining,12,1098,70541,318385
213113h,213113,h,Support Activities for Coal Mining,172,3058,198936,845898
213113i,213113,i,Support Activities for Coal Mining,14,938,44282,153661
213114a,213114,a,Support Activities for Metal Mining,154,4066,428961,1562599
213114b,213114,b,Support Activities for Metal Mining,83,121,11473,37264
213114c,213114,c,Support Activities for Metal Mining,28,177,16726,40873
213114d,213114,d,Support Activities for Metal Mining,18,236,38860,93123
213114e,213114,e,Support Activities for Metal Mining,129,534,67059,171260
213114f,213114,f,Support Activities for Metal Mining,12,485,45608,158787
213114g,213114,g,Support Activities for Metal Mining,10,1936,194363,799042
213114h,213114,h,Support Activities for Metal Mining,151,2955,307030,1129089
213114i,213114,i,Support Activities for Metal Mining,3,1111,121931,433510
213115a,213115,a,Support Activities for Nonmetallic Minerals (except Fuels) Mining,189,2253,139668,625025
213115b,213115,b,Support Activities for Nonmetallic Minerals (except Fuels) Mining,81,123,8526,35126
213115c,213115,c,Support Activities for Nonmetallic Minerals (except Fuels) Mining,35,225,10716,40223
213115d,213115,d,Support Activities for Nonmetallic Minerals (except Fuels) Mining,28,343,20859,91076
213115e,213115,e,Support Activities for Nonmetallic Minerals (except Fuels) Mining,144,691,40101,166425
213115f,213115,f,Support Activities for Nonmetallic Minerals (except Fuels) Mining,32,947,56829,210854
213115g,213115,g,Support Activities for Nonmetallic Minerals (except Fuels) Mining,7,381,21599,112919
213115h,213115,h,Support Activities for Nonmetallic Minerals (except Fuels) Mining,183,2019,118529,490198
213115i,213115,i,Support Activities for Nonmetallic Minerals (except Fuels) Mining,6,234,21139,134827
220000a,22,a,Utilities,5957,644703,67432903,570392478
220000b,22,b,Utilities,3028,5752,245862,2867749
220000c,22,c,Utilities,983,6300,283031,1500221
220000d,22,d,Utilities,524,7065,460024,4095999
220000e,22,e,Utilities,4535,19117,988917,8463969
220000f,22,f,Utilities,892,40089,3180037,33941117
220000g,22,g,Utilities,325,52541,4503699,60710061
220000h,22,h,Utilities,5752,111747,8672653,103115147
220000i,22,i,Utilities,205,532956,58760250,467277331
221000a,221,a,Utilities,5957,644703,67432903,570392478
221000b,221,b,Utilities,3028,5752,245862,2867749
221000c,221,c,Utilities,983,6300,283031,1500221
221000d,221,d,Utilities,524,7065,460024,4095999
221000e,221,e,Utilities,4535,19117,988917,8463969
221000f,221,f,Utilities,892,40089,3180037,33941117
221000g,221,g,Utilities,325,52541,4503699,60710061
221000h,221,h,Utilities,5752,111747,8672653,103115147
221000i,221,i,Utilities,205,532956,58760250,467277331
221100a,2211,a,"Electric Power Generation, Transmission and Distribution",1880,510932,56327897,456967845
221100b,2211,b,"Electric Power Generation, Transmission and Distribution",525,801,75721,1766597
221100c,2211,c,"Electric Power Generation, Transmission and Distribution",122,785,57640,357873
221100d,2211,d,"Electric Power Generation, Transmission and Distribution",168,2368,195446,1824687
221100e,2211,e,"Electric Power Generation, Transmission and Distribution",815,3954,328807,3949157
221100f,2211,f,"Electric Power Generation, Transmission and Distribution",678,32467,2664460,28979679
221100g,2211,g,"Electric Power Generation, Transmission and Distribution",249,42259,3704559,47308067
